rank, rank_change, rider_name, team, nationality, PCS_points, PCS_points_change, UCI_points, one_day_race, GC, TT, Sprint, Climber, age, height, weight, year_wins, all_year_wins, all_year_GT, all_classics, years_active, race_km, race_days
1749, -13, Villalobos Joseph,  , Costa Rica, 4, 4, 35, 4, 0, 30, 0, 0, 23,  ,  , 0, 0, 0, 0, 1, 370, 4
1750, -13, Herrera Erick,  , El Salvador, 4, 4, 20, 4, 0, 0, 0, 0, 25,  ,  , 0, 0, 0, 0, 1, 130, 1
1751, -13, Robinson Oliver, Lviv Continental Cycling Team, Great Britain, 4, 4, 3, 4, 7, 0, 3, 0, 22, 1.84, 74, 0, 0, 0, 0, 1, 2066, 15
1752, -13, Januškevičius Mantas, Lviv Continental Cycling Team, Lithuania, 4, 0, 70, 8, 0, 0, 2, 0, 22, 1.79, 72, 0, 0, 0, 0, 2, 2780, 20
1753, -13, Beadle Hamish, Team Novo Nordisk, New Zealand, 4, 4, 0, 0, 0, 0, 11, 0, 23, 1.67, 64, 0, 0, 0, 0, 1, 1599, 12
1754, -13, Martinez Gian,  , Puerto Rico, 4, -6, 15, 28, 0, 0, 0, 0, 25,  ,  , 0, 0, 0, 0, 6, 0, 1
1755, -13, Christakos Dimitrios,  , Greece, 4, 4, 95, 2, 24, 20, 8, 0, 22,  ,  , 1, 0, 0, 0, 1, 2316, 20
1756, -13, Magli Filippo,  , Italy, 4, 3, 20, 5, 45, 0, 0, 0, 22,  ,  , 0, 0, 0, 0, 3, 2325, 18
1757, -13, Albrahim Nasser,  , Saudi Arabia	, 4, 4, 15, 4, 0, 16, 0, 0, 32,  ,  , 0, 0, 0, 0, 1, 0, 1
1758, -13, Whelan James, EF Education - Nippo, Australia, 4, -34, 33, 87, 58, 0, 55, 16, 25, 1.86, 65, 0, 0, 1, 1, 4, 2411, 17
1759, -13, Haden Glenn,  , New Zealand, 4, 2, 12, 2, 0, 54, 39, 3, 38,  ,  , 0, 0, 0, 0, 3, 845, 8
1760, -13, Smirnov Ivan, Lokosphinx, Russia, 4, -21, 20, 29, 60, 8, 40, 9, 22, 1.86, 74, 0, 0, 0, 0, 3, 1614, 13
1761, -13, Carpene Samuele, General Store Essegibi F.lli Curia, Italy, 4, 4, 20, 4, 0, 0, 14, 0, 21,  ,  , 0, 0, 0, 0, 1, 3690, 27
1762, -13, Pajur Markus, Team Arkéa Samsic, Estonia, 4, -22, 68, 23, 2, 29, 62, 0, 21, 1.84, 72, 0, 0, 0, 0, 3, 4757, 33
1763, -13, Nur Hasan Sandy, MULA, Indonesia, 4, -7, 20, 4, 11, 18, 9, 10, 23, 1.73, 65, 0, 0, 0, 0, 3, 0, 2
1764, -13, Marchuk Dzianis, Minsk Cycling Club, Belarus, 4, 4, 30, 4, 10, 0, 29, 7, 21,  ,  , 0, 0, 0, 0, 1, 4779, 35
1765, -13, Mammadov Mahmud,  , Azerbaijan, 4, 3, 65, 5, 0, 32, 0, 0, 21,  ,  , 0, 0, 0, 0, 3, 625, 9
1766, -13, Thymides Constantinos,  , Cyprus, 4, 0, 18, 47, 0, 64, 0, 2, 35, 1.73, 62, 0, 1, 0, 0, 7, 402, 6
1767, -13, Raimondi Alex, Iseo Serrature - Rime - Carnovali, Italy, 4, 4, 16, 4, 0, 0, 0, 0, 21,  ,  , 0, 0, 0, 0, 1, 3103, 23
1768, -13, Kotulski Przemyslaw, Team Novo Nordisk Development, Poland, 4, 4, 0, 0, 0, 0, 7, 0, 21,  ,  , 0, 0, 0, 0, 1, 1660, 17
1769, -13, Canastuj José David,  , Guatemala, 4, -5, 15, 8, 0, 5, 68, 4, 24,  ,  , 0, 0, 0, 0, 4, 0, 1
1770, -13, Geirsson Hafsteinn Ægir,  , Iceland, 4, -11, 15, 129, 0, 20, 0, 0, 41,  ,  , 0, 4, 0, 0, 14, 90, 2
1771, -99, Espinoza Serrano Bolivar, Panama es Cultura y Valores, Panama, 4, -9, 20, 19, 0, 53, 19, 0, 24,  ,  , 0, 0, 0, 0, 3, 3174, 27
1772, -14, Kamdem Fodjo Jordan,  , Cameroon, 4, 4, 5, 0, 4, 0, 5, 3, 22,  ,  , 0, 0, 0, 0, 1, 2195, 17
1773, -14, Yebka Sif Eddine,  , Algeria, 4, 4, 15, 4, 0, 7, 0, 0, 22,  ,  , 0, 0, 0, 0, 1, 193, 2
1774, -14, Watts Kiaan, Black Spoke Pro Cycling Academy, New Zealand, 4, 4, 0, 0, 0, 0, 0, 0, 20, 1.83, 73, 0, 0, 0, 0, 1, 2870, 23
1775, -14, Mirzojev Artjom, Ampler Development Team, Estonia, 4, -2, 60, 4, 0, 36, 4, 0, 20,  ,  , 0, 0, 0, 0, 2, 3575, 31
1776, -14, Ceurens Robbe, Team Novo Nordisk Development, Belgium, 4, 4, 3, 0, 0, 0, 27, 0, 20,  ,  , 0, 0, 0, 0, 1, 3156, 27
1777, -14, Uhlig Henri, Rad - Net Rose Team, Germany, 4, 4, 6, 0, 0, 41, 19, 0, 20, 1.81, 69, 0, 0, 0, 0, 1, 3622, 27
1778, -14, Ridolfo Filippo, Team Novo Nordisk Development, Italy, 4, 4, 0, 0, 0, 0, 8, 0, 20,  ,  , 0, 0, 0, 0, 1, 5174, 37
1779, -14, Gatti Andrea,  , Italy, 4, 4, 4, 0, 3, 0, 19, 0, 19,  ,  , 0, 0, 0, 0, 1, 1393, 11
1780, -14, Heming Mika, Maloja Pushbikers, Germany, 4, 4, 19, 2, 0, 25, 27, 5, 21, 1.83, 68, 0, 0, 0, 0, 1, 5183, 44
1781, -14, Pejic Pavle,  , Montenegro, 4, -3, 15, 11, 0, 3, 0, 0, 28,  ,  , 0, 0, 0, 0, 4, 0, 3
1782, -14, Makatile Moeketsi,  , Lesotho, 4, 4, 0, 4, 0, 0, 0, 0, 43,  ,  , 0, 0, 0, 0, 1, 0, 1
1783, -14, Smith Steven,  , Great Britain, 4, 2, 0, 6, 0, 0, 0, 0, 48,  ,  , 0, 0, 0, 0, 2, 0, 1
1784, -14, Snupárek Václav, Team Novo Nordisk Development, Czech Republic, 4, 4, 0, 0, 0, 0, 0, 0, 26, 1.81, 72, 0, 0, 0, 0, 1, 1023, 9
1785, -14, Lorenzo Randish Abdul, Panama es Cultura y Valores, Panama, 4, -3, 15, 15, 0, 23, 8, 0, 24,  ,  , 0, 0, 0, 0, 5, 2688, 23
1786, -14, Lojen Matija,  , Croatia, 4, 3, 20, 5, 0, 0, 0, 0, 20,  ,  , 0, 0, 0, 0, 2, 1561, 12
1787, -14, Brenes Sebastian,  , Costa Rica, 4, 4, 15, 4, 0, 0, 0, 0, 21,  ,  , 0, 0, 0, 0, 1, 0, 1
1788, -14, Howard Dominic,  , Barbados, 4, 4, 15, 4, 0, 0, 0, 0, 22,  ,  , 0, 0, 0, 0, 1, 0, 1
1789, -14, Dunnewind Jan, Team Novo Nordisk Development, Netherlands, 4, 4, 0, 0, 0, 0, 1, 0, 23,  ,  , 0, 0, 0, 0, 1, 2941, 23
1790, -14, Sánta Ármin Konrád,  , Hungary, 4, 4, 50, 4, 0, 0, 2, 0, 19,  ,  , 0, 0, 0, 0, 1, 1098, 8
1791, -14, Achraf Ed Doghmy,  , Morocco, 4, -2, 20, 8, 2, 1, 63, 1, 22,  ,  , 0, 0, 0, 0, 3, 845, 7
1792, -14, Teutenberg Tim Torn, Leopard Pro Cycling, Germany, 4, 4, 16, 1, 0, 0, 8, 2, 19,  ,  , 0, 0, 0, 0, 1, 4453, 29
1793, -14, Ivanov Viacheslav,  , Russia, 4, 4, 5, 0, 4, 4, 3, 0, 19,  ,  , 0, 0, 0, 0, 1, 2821, 22
1794, -14, Aguilar Hernan,  , Panama, 4, 4, 48, 4, 0, 0, 0, 0, 20,  ,  , 0, 0, 0, 0, 1, 310, 6
1795, -14, ÖVermark Riku,  , Finland, 4, 4, 15, 4, 0, 10, 0, 0, 32,  ,  , 0, 0, 0, 0, 1, 213, 2
1796, -14, Lukić Siniša,  , Bosnia and Herzegovina, 4, 4, 15, 4, 0, 0, 0, 0, 19,  ,  , 0, 0, 0, 0, 1, 1025, 10
1797, -14, Demiri Mikel,  , Albania, 4, 4, 80, 0, 4, 0, 3, 0, 21,  ,  , 2, 0, 0, 0, 1, 827, 9
1798, -14, Drage Jack,  , New Zealand, 4, 4, 40, 2, 0, 0, 2, 2, 19, 1.77, 52, 0, 0, 0, 0, 1, 1699, 16
1799, -14, Apostoloski Viktor,  , North Macedonia, 4, 4, 15, 4, 0, 5, 0, 0,  ,  ,  , 0, 0, 0, 0, 1, 0, 2
1800, -14, Dragoi Ionut-Valentin,  , Romania, 4, 4, 50, 4, 0, 0, 0, 0, 28,  ,  , 0, 0, 0, 0, 1, 0, 1
1801, -14, Krasniqi Veton,  , Kosovo, 4, 4, 15, 4, 0, 10, 0, 0, 31,  ,  , 0, 0, 0, 0, 1, 511, 5
1802, 0, Kunz Dominic,  , Switzerland, 4, 4, 0, 0, 0, 0, 2, 0, 23,  ,  , 0, 0, 0, 0, 1, 2260, 18
1803, -15, Aghakashi Mahdi,  , Iran, 4, 4, 15, 4, 0, 0, 0, 0, 19,  ,  , 0, 0, 0, 0, 1, 0, 1
1804, -15, Coates Ghere,  , Antigua and Barbuda, 4, 4, 20, 2, 0, 20, 0, 0,  ,  ,  , 0, 0, 0, 0, 1, 130, 4
1805, -15, Ghebrehiwet Ephrem,  , Eritrea, 4, 4, 50, 4, 0, 0, 0, 0, 19,  ,  , 0, 0, 0, 0, 1, 316, 2
1806, -15, Ouedraogo Moumouni,  , Burkina Faso, 4, 4, 15, 4, 0, 0, 0, 0, 20,  ,  , 0, 0, 0, 0, 1, 159, 1
1807, -15, Almane Abdel Azez,  , Libenon, 4, 4, 15, 4, 0, 3, 0, 0,  ,  ,  , 0, 0, 0, 0, 1, 0, 2
1808, 374, Merdj Aymen,  , Algeria, 4, 4, 5, 1, 0, 0, 1, 0, 21,  ,  , 0, 0, 0, 0, 1, 1595, 12
1809, -16, Roma Jérémy,  , France, 4, 4, 20, 4, 0, 0, 16, 0, 26,  ,  , 0, 0, 0, 0, 1, 426, 3
1810, -16, Lira Manuel,  , Chile, 4, 4, 20, 4, 0, 0, 0, 0, 23,  ,  , 0, 0, 0, 0, 1, 160, 2
1811, -16, Fernandez Yohan Miguel,  , Cuba, 4, 4, 20, 4, 0, 0, 0, 0, 21,  ,  , 0, 0, 0, 0, 1, 130, 2
1812, -16, Mayer Gregory,  , Mauritius, 4, 4, 15, 4, 0, 0, 0, 0,  ,  ,  , 0, 0, 0, 0, 1, 0, 1
1813, -15, Langlands Marc,  , New Zealand, 3, 2, 0, 0, 0, 13, 48, 12, 34,  ,  , 0, 0, 0, 0, 15, 632, 7
1814, -15, Montoya Cristhian, Team Medellin - EPM, Colombia, 3, -81, 3, 0, 82, 38, 55, 107, 32,  ,  , 0, 0, 0, 0, 7, 944, 7
1815, -15, Jeannès Matthieu,  , France, 3, 1, 3, 0, 7, 0, 44, 34, 34,  ,  , 0, 0, 0, 0, 7, 1066, 8
1816, -15, Kragh Andersen Asbjørn, Team DSM, Denmark, 3, -18, 0, 151, 110, 135, 792, 14, 29, 1.82, 72, 0, 2, 0, 3, 11, 1788, 13
1817, -15, De Winter Ludwig, Intermarché - Wanty - Gobert Matériaux, Belgium, 3, -2, 0, 86, 5, 0, 96, 2, 28, 1.87, 83, 0, 0, 0, 5, 8, 5558, 37
1818, -15, De Ketele Kenny, Sport Vlaanderen - Baloise, Belgium, 3, 0, 0, 9, 19, 42, 24, 8, 36, 1.78, 66, 0, 0, 0, 0, 16, 3650, 22
1819, -15, Thill Tom, XSpeed United Continental, Luxembourg, 3, -9, 13, 20, 31, 121, 47, 16, 31, 1.87, 73, 0, 0, 0, 0, 12, 785, 9
1820, -15, Wurf Cameron, INEOS Grenadiers, Australia, 3, -22, 0, 42, 559, 306, 129, 48, 38, 1.71, 71, 0, 0, 4, 4, 15, 3213, 23
1821, -15, Gálviz Carlos Johan,  , Venezuela, 3, -15, 4, 8, 169, 593, 256, 128, 32, 1.75, 65, 0, 2, 0, 1, 14, 898, 8
1822, -15, Rivas Angel,  , Venezuela, 3, -2, 3, 0, 19, 25, 141, 17, 31,  ,  , 0, 0, 0, 0, 7, 2069, 19
1823, -15, Salinas Yonathan,  , Venezuela, 3, -12, 3, 7, 123, 112, 537, 114, 31,  ,  , 0, 0, 0, 0, 10, 898, 8
1824, -15, Morice Julien, B&B Hotels p/b KTM, France, 3, -2, 0, 42, 33, 103, 26, 0, 30, 1.91, 81, 0, 1, 1, 9, 8, 4255, 27
1825, -15, Sweeck Laurens, Pauwels Sauzen - Bingoal, Belgium, 3, 1, 10, 103, 24, 10, 120, 0, 27, 1.79, 71, 0, 1, 0, 0, 6, 2165, 13
1826, -15, Caldeira Samuel José, W52 / FC Porto , Portugal, 3, 1, 0, 41, 112, 336, 1116, 56, 35, 1.8, 76, 0, 2, 0, 0, 16, 2516, 17
1827, -15, Hansen Jesper, Riwal Cycling Team, Denmark, 3, -60, 7, 65, 1169, 8, 168, 455, 31, 1.72, 60, 0, 2, 6, 5, 11, 5742, 36
1828, -15, van der Poel David, Alpecin-Fenix, Netherlands, 3, -25, 8, 71, 2, 0, 274, 8, 29,  ,  , 0, 0, 0, 0, 11, 2810, 16
1829, -15, van Empel Etienne, Vini Zabù, Netherlands, 3, -23, 0, 73, 137, 0, 121, 64, 27, 1.86, 64, 0, 0, 1, 1, 9, 2386, 16
1830, -15, Mccormick Hayden, Black Spoke Pro Cycling Academy, New Zealand, 3, -33, 12, 59, 146, 166, 234, 70, 27, 1.82, 72, 0, 0, 0, 0, 8, 678, 6
1831, -15, Tortomasi Leonardo, Vini Zabù, Italy, 3, 0, 0, 3, 3, 0, 17, 2, 27,  ,  , 0, 0, 0, 0, 2, 3580, 24
1832, -15, Bagioli Nicola, B&B Hotels p/b KTM, Italy, 3, -52, 0, 313, 39, 0, 152, 118, 26, 1.68, 64, 0, 0, 1, 4, 7, 6983, 45
1833, -530, Toc Gerson,  , Guatemala, 3, -5, 15, 7, 8, 30, 53, 5, 26,  ,  , 0, 0, 0, 0, 6, 0, 2
1834, -16, Ochoa Diego Antonio,  , Colombia, 3, -43, 7, 49, 65, 35, 190, 44, 28, 1.7, 61, 0, 0, 0, 0, 9, 1350, 11
1835, -16, Cherkasov Nikolay, Gazprom - RusVelo, Russia, 3, -5, 9, 120, 172, 15, 55, 146, 25, 1.82, 68, 0, 0, 0, 2, 7, 6281, 40
1836, -16, Garavaglia Giacomo, Work Service Marchiol Vega, Italy, 3, -12, 12, 25, 2, 0, 110, 7, 25, 1.77, 65, 0, 0, 0, 0, 4, 6855, 44
1837, -16, Petelin Jan, Vini Zabù, Luxembourg, 3, 2, 5, 3, 0, 14, 24, 0, 25, 1.71, 67, 0, 0, 0, 0, 5, 1402, 11
1838, -16, Gruber Pavel, Tufo - Pardus Prostějov, Czech Republic, 3, -5, 3, 8, 3, 0, 12, 0, 25,  ,  , 0, 0, 0, 0, 5, 4201, 30
1839, -16, De Poorter Maxime, Tarteletto - Isorex, Belgium, 3, -1, 5, 7, 13, 0, 34, 1, 25, 1.74, 68, 0, 0, 0, 0, 2, 4546, 31
1840, -16, Atkins Toby,  , New Zealand, 3, 3, 0, 0, 0, 5, 0, 0, 27,  ,  , 0, 0, 0, 0, 1, 463, 5
1841, -16, Heiderscheid Colin, Leopard Pro Cycling, Luxembourg, 3, 0, 6, 5, 44, 4, 53, 0, 23,  ,  , 0, 0, 0, 0, 4, 3656, 26
1842, -16, Kergozou Nick,  , New Zealand, 3, 1, 0, 2, 0, 0, 40, 0, 25,  , 70, 0, 0, 0, 0, 5, 632, 7
1843, -16, Elosegui Iñigo, Movistar Team, Spain, 3, -23, 0, 15, 14, 4, 0, 2, 23, 1.88, 69, 0, 0, 0, 2, 3, 2893, 18
1844, -16, Bustamante Adrián, Kelly / Simoldes / UDO , Colombia, 3, 3, 0, 54, 0, 2, 4, 12, 23,  ,  , 0, 0, 0, 0, 1, 3029, 23
1845, -16, Rudyk Bartosz,  , Poland, 3, 1, 30, 2, 30, 1, 51, 0, 23, 1.89, 76, 0, 0, 0, 0, 3, 1664, 12
1846, -16, Skaarseth Iver, Uno-X Pro Cycling Team, Norway, 3, 0, 0, 0, 3, 3, 13, 0, 23,  ,  , 0, 0, 0, 0, 4, 3817, 25
1847, -16, Zijlaard Maikel, SEG Racing Academy, Netherlands, 3, -2, 7, 3, 134, 37, 14, 0, 22, 1.87, 73, 0, 0, 0, 0, 4, 2801, 18
1848, -16, CassarÀ Giacomo,  , Italy, 3, 3, 3, 0, 3, 0, 0, 0, 22,  ,  , 0, 0, 0, 0, 1, 1542, 11
1849, -16, Hodapp Johannes, Team SKS Sauerland NRW, Germany, 3, 3, 4, 0, 3, 0, 18, 10, 22,  ,  , 0, 0, 0, 0, 1, 4811, 33
1850, -16, Rivera Brandon Smith, INEOS Grenadiers, Colombia, 3, -16, 1, 4, 8, 118, 4, 0, 25,  ,  , 0, 1, 1, 0, 3, 3120, 20
1851, -16, Arnopol Richard,  , United States, 3, 3, 4, 0, 2, 3, 0, 4, 29, 1.75, 61, 0, 0, 0, 0, 1, 1296, 11
1852, -16, Marsman Tim, Metec - Solarwatt p/b Mantel, Netherlands, 3, 3, 1, 0, 3, 5, 1, 1, 21, 1.9, 75, 0, 0, 0, 0, 1, 4367, 29
1853, -16, Hartley-Brown Madi,  , New Zealand, 3, 3, 5, 10, 0, 0, 10, 0, 21,  ,  , 0, 0, 0, 0, 1, 763, 8
1854, -16, Van Der Beken Aaron, Lotto - Soudal U23, Belgium, 3, 3, 1, 0, 2, 0, 1, 5, 21, 1.82, 63, 0, 0, 0, 0, 1, 5573, 42
1855, -16, Slock Liam, Lotto - Soudal U23, Belgium, 3, 3, 0, 0, 0, 0, 1, 0, 21, 1.88, 73, 0, 0, 0, 0, 1, 3497, 24
1856, -16, Carollo Francesco, Mg.k Vis VPM, Italy, 3, 3, 0, 8, 0, 0, 6, 8, 21,  ,  , 0, 0, 0, 0, 1, 4857, 36
1857, -16, Ross Kent, Wildlife Generation Pro Cycling, United States, 3, 0, 0, 0, 0, 0, 38, 2, 24,  ,  , 0, 0, 0, 0, 2, 4505, 31
1858, -16, Götzinger Valentin, WSA KTM Graz, Austria, 3, -12, 20, 15, 3, 19, 12, 0, 20, 1.76, 71, 0, 1, 0, 0, 2, 4130, 33
1859, -16, Kuere Nounawe Rodrigue Eric,  , Cameroon, 3, 2, 3, 0, 3, 0, 29, 5, 23,  ,  , 0, 0, 0, 0, 2, 1667, 13
1860, -16, Kench Josh, Black Spoke Pro Cycling Academy, New Zealand, 3, 3, 8, 0, 3, 0, 2, 9, 20,  ,  , 0, 0, 0, 0, 1, 3163, 25
1861, -16, Nordal Mattias,  , Denmark, 3, 3, 3, 0, 3, 0, 1, 0, 19,  ,  , 0, 0, 0, 0, 1, 2155, 15
1862, -16, Zecchin Michael, Work Service Marchiol Vega, Italy, 3, 3, 0, 0, 0, 0, 12, 0, 20,  ,  , 0, 0, 0, 0, 1, 2919, 23
1863, -16, Fuller Joshua,  , Belize, 3, 3, 30, 1, 0, 33, 0, 0, 22,  ,  , 0, 0, 0, 0, 1, 230, 5
1864, -16, Budzinski Marcin, HRE Mazowsze Serce Polski, Poland, 3, 1, 21, 2, 4, 6, 66, 4, 23, 1.78, 70, 0, 0, 0, 0, 3, 6759, 49
1865, -16, Dinham Matthew, Team BridgeLane, Australia, 3, -7, 9, 10, 3, 0, 1, 10, 21, 1.75, 63, 0, 0, 0, 0, 3, 4511, 34
1866, -16, Debruyne Ramses, Lotto - Soudal U23, Belgium, 3, 3, 0, 0, 0, 8, 0, 4, 19, 1.79, 66, 0, 0, 0, 0, 1, 2612, 21
1867, -16, Van Ryckeghem Lars, Lotto - Soudal U23, Belgium, 3, 3, 0, 0, 0, 0, 0, 0, 19, 1.89, 80, 0, 0, 0, 0, 1, 3463, 22
1868, -16, Tewelde Mehari,  , Eritrea, 3, 3, 9, 0, 3, 10, 1, 1, 20,  ,  , 0, 0, 0, 0, 1, 1104, 10
1869, -16, Glivar Gal, Adria Mobil, Slovenia, 3, 3, 24, 0, 0, 6, 0, 7, 19,  ,  , 0, 0, 0, 0, 1, 6009, 44
1870, -16, Pidcock Joseph, Equipe continentale Groupama-FDJ, Great Britain, 3, 3, 3, 0, 0, 2, 15, 0, 19, 1.69, 61, 0, 0, 0, 0, 1, 2790, 23
1871, -16, Sheffield Magnus,  , United States, 3, 3, 30, 3, 0, 30, 0, 0, 19, 1.83, 74, 0, 0, 0, 0, 1, 2715, 20
1872, -16, Tendon Arnaud, Swiss Racing Academy, Switzerland, 3, 3, 4, 0, 0, 0, 0, 0, 19,  ,  , 0, 0, 0, 0, 1, 4055, 31
1873, -16, Ziherl Luka,  , Slovenia, 3, 3, 8, 0, 3, 2, 0, 1, 18,  ,  , 0, 0, 0, 0, 1, 2579, 22
1874, -16, Fernandez Sinuhé,  , Spain, 3, 3, 1, 0, 3, 0, 0, 0, 21, 1.81, 56, 0, 0, 0, 0, 1, 1326, 9
1875, -16, Jackson George,  , New Zealand, 3, 3, 4, 0, 0, 0, 17, 0, 21,  ,  , 0, 0, 0, 0, 1, 801, 7
1876, -16, Abdulazizli Amral,  , Azerbaijan, 3, 3, 50, 1, 0, 20, 0, 0, 19,  ,  , 0, 0, 0, 0, 1, 1782, 19
1877, -16, d' Amato Andrea, Iseo Serrature - Rime - Carnovali, Italy, 3, 3, 0, 0, 0, 0, 18, 0, 19,  ,  , 0, 0, 0, 0, 1, 1302, 9
1878, -16, Zhang Weiyi, Pardus Cycling Team, China, 3, 3, 4, 0, 0, 0, 2, 0, 24,  ,  , 0, 0, 0, 0, 1, 993, 8
1879, -16, Pedersen Rasmus Søjberg,  , Denmark, 3, 3, 25, 3, 0, 1, 0, 5, 19,  ,  , 0, 0, 0, 0, 1, 1882, 12
1880, -16, Martin David,  , New Zealand, 3, 3, 0, 0, 0, 0, 1, 0, 23,  ,  , 0, 0, 0, 0, 1, 545, 6
1881, -16, Vukčević Danilo,  , Montenegro, 3, 3, 15, 1, 0, 20, 0, 0, 30,  ,  , 0, 0, 0, 0, 1, 506, 6
1882, -16, Njiasse Popouna Mamouda,  , Cameroon, 3, 3, 3, 0, 3, 0, 4, 0, 29,  ,  , 0, 0, 0, 0, 1, 1667, 13
1883, -16, Schuurmans Luuk,  , Netherlands, 3, 3, 4, 0, 0, 0, 0, 8, 27,  ,  , 0, 0, 0, 0, 1, 1287, 11
1884, -16, Quiroz Tomas,  , Chile, 3, 3, 33, 3, 0, 0, 0, 0, 19,  ,  , 0, 0, 0, 0, 1, 140, 2
1885, -15, Coronel Samuel, Massi Vivo - Conecta, Paraguay, 2, -8, 15, 12, 0, 28, 0, 0, 31,  ,  , 0, 0, 0, 0, 8, 169, 4
1886, -15, Sim Teck Kwang Calvin,  , Singapore, 2, -5, 10, 7, 0, 36, 0, 0, 32, 1.64, 64, 0, 0, 0, 0, 3, 0, 1
1887, -15, Kovaliovas Edgaras,  , Lithuania, 2, -2, 50, 12, 14, 84, 41, 9, 32,  ,  , 0, 0, 0, 0, 14, 1133, 8
1888, -15, Pourseyedi Mirsamad, Foolad Mobarakeh Sepahan, Iran, 2, -14, 10, 33, 1253, 133, 522, 457, 36,  ,  , 0, 15, 0, 0, 15, 0, 2
1889, 0, Sandoval Edwin Alexander,  , Colombia, 2, 2, 3, 0, 0, 1, 17, 0, 40, 1.79, 64, 0, 0, 0, 0, 1, 745, 6
1890, -15, Pruus Peeter,  , Estonia, 2, -42, 3, 26, 153, 135, 187, 19, 32, 1.82, 71, 0, 0, 0, 0, 9, 473, 3
1891, 5, Buyle Pieter,  , Belgium, 2, -5, 0, 0, 2, 0, 88, 5, 30,  ,  , 0, 0, 0, 0, 4, 1273, 10
1892, -16, Prades Benjamín,  , Spain, 2, -130, 3, 255, 597, 54, 550, 438, 38, 1.68, 56, 0, 2, 0, 0, 11, 1354, 11
1893, -16, Ilboudo Harouna,  , Burkina Faso, 2, -3, 3, 4, 43, 6, 127, 10, 34,  ,  , 0, 0, 0, 0, 11, 2315, 19
1894, -16, Stanković Marko,  , Serbia, 2, 0, 10, 12, 4, 20, 142, 11, 33,  ,  , 0, 0, 0, 0, 11, 1519, 11
1895, -15, Miranda Gonzalo Sabas,  , Chile, 2, -3, 10, 17, 5, 119, 531, 10, 42,  ,  , 0, 1, 0, 0, 18, 80, 2
1896, -15, Haring Martin, Dukla Banska Bystrica, Slovakia, 2, -39, 21, 3, 83, 129, 162, 62, 34,  ,  , 0, 0, 0, 0, 13, 4262, 33
1897, -15, Bajc Andi, Team Felbermayr - Simplon Wels, Slovenia, 2, 0, 16, 70, 66, 26, 602, 94, 33, 1.79, 65, 0, 0, 0, 0, 12, 5338, 36
1898, -15, Caresmel Alexis,  , France, 2, -8, 15, 11, 0, 0, 47, 0, 29,  ,  , 0, 0, 0, 0, 9, 658, 4
1899, -15, Sayar Mustafa, Salcano Sakarya BB Team, Turkey, 2, -13, 13, 58, 201, 243, 214, 79, 32, 1.84, 64, 0, 2, 0, 0, 13, 3325, 28
1900, 355, Van de Mieroop Sam,  , Belgium, 2, -1, 0, 0, 6, 0, 39, 0, 30,  ,  , 0, 0, 0, 0, 4, 1273, 10
1901, 339, Smet Guy,  , Belgium, 2, -1, 0, 0, 47, 19, 181, 10, 49,  ,  , 0, 0, 0, 0, 15, 1273, 10
1902, -17, Soto Jorge Adelbio,  , Uruguay, 2, -13, 10, 3, 86, 166, 311, 29, 35,  ,  , 0, 2, 0, 0, 17, 170, 1
1903, -17, Duarte Fabio, Team Medellin - EPM, Colombia, 2, -30, 3, 381, 673, 289, 490, 766, 35, 1.66, 55, 0, 3, 5, 8, 16, 3071, 26
1904, -17, Velasco Henry,  , Ecuador, 2, -5, 0, 14, 0, 0, 30, 10, 29, 1.68, 58, 0, 0, 0, 0, 7, 271, 3
1905, -1186, Keller Hermann,  , Germany, 2, -74, 3, 22, 32, 20, 340, 0, 28, 1.84, 80, 0, 0, 0, 0, 4, 1273, 10
1906, -17, Yaguaro Isaac,  , Venezuela, 2, 0, 10, 8, 0, 10, 162, 10, 28,  ,  , 0, 0, 0, 0, 7, 898, 9
1907, -17, Escobar Walter Filadelfo,  , Guatemala, 2, 2, 10, 2, 0, 10, 0, 0,  ,  ,  , 0, 0, 0, 0, 1, 0, 2
1908, -17, Iliadis Ioannis,  , Greece, 2, 2, 6, 0, 0, 3, 5, 0, 28,  ,  , 0, 0, 0, 0, 1, 1231, 9
1909, -17, Ávila Edwin, Burgos-BH, Colombia, 2, -17, 0, 177, 327, 47, 1210, 187, 32, 1.67, 61, 0, 9, 2, 2, 10, 2185, 15
1910, -17, Nsengimana Jean Bosco,  , Rwanda, 2, -17, 36, 9, 82, 276, 189, 138, 29,  ,  , 0, 0, 0, 0, 9, 1123, 11
1911, -17, Zamora Mario,  , Mexico, 2, 2, 21, 0, 0, 23, 0, 0, 30,  ,  , 0, 0, 0, 0, 1, 266, 2
1912, -17, Van Dalen Jason, Metec - Solarwatt p/b Mantel, Netherlands, 2, -2, 3, 66, 32, 42, 373, 0, 27, 1.78, 70, 0, 1, 0, 0, 5, 3391, 23
1913, -17, Rózsa Balázs, Team Novak, Hungary, 2, 1, 3, 16, 2, 5, 49, 0, 26,  ,  , 0, 1, 0, 0, 8, 4763, 35
1914, -17, Gryniv Vitaliy,  , Ukraine, 2, 2, 20, 0, 5, 38, 10, 1, 26,  ,  , 0, 0, 0, 0, 1, 412, 6
1915, -17, Kivistik Gert,  , Estonia, 2, -5, 41, 9, 0, 23, 7, 0, 25,  ,  , 0, 0, 0, 0, 2, 783, 6
